file_number,category,doc_type,order_date,fsa,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-006569-26,L1,Order,2026-04-13,N9A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xiOvvIAE/LTB-L-006569-26-SIGN.pdf,text,"[468.0, 390.5, 390.5, 390.5, 390.5, 390.5, 390.5, 390.5, 390.5, 390.5, 390.5, 390.5, 390.5]",[],468.0,arrears,"It is ordered on consent that: 1. The Tenants shall pay to the Landlord >>>$468<<<6.00 for arrears of rent up to April 30, 2026,  and costs.  2. The Tenants shall",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094941-25,L1,Order,2026-02-02,N5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000szycrIAA/LTB-L-094941-25-HR.pdf,text,"[2292.61, 75.37, 2292.61, 9170.44, 186.0, 2262.74, 59.95, 11649.05, 6700.76, 75.37, 11463.05, 186.0, 11649.05, 8837.45, 186.0, 2262.74, 59.95, 6700.76, 50000.0, 75.37]","[11463.05, 186.0, 11649.05, 8837.45, 186.0, 2262.74]",6700.76,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$6,700.76<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103914-25,L1,Order,2026-02-24,L5B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uLhmZIAS/LTB-L-103914-25-HR.pdf,text,"[2350.0, 77.26, 2350.0, 5050.0, 2350.0, 186.0, 2350.0, 48.0, 2536.0, 4886.0, 821.32, 77.26, 7400.0, 186.0, 5050.0, 2536.0, 9750.0, 186.0, 5050.0, 4886.0, 6440.68, 186.0, 5050.0, 2350.0, 48.0, 50000.0, 77.26]","[821.32, 7400.0, 186.0, 9750.0, 186.0, 6440.68, 186.0]",4886.0,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$4,886.00<<< if the payment is made on or before March 7, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008556-26,L1,Order,2026-04-08,N2J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xME2RIAW/LTB-L-008556-26-Certified.pdf,text,"[16111.0, 13818.7, 40.27, 15925.0, 186.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16111.0, 14981.89, 186.0, 0.0, 0.0, 0.0, 1225.0, 124.19, 0.0, 0.0, 13818.7, 40.27]","[15925.0, 186.0, 0.0, 14981.89, 186.0, 0.0]",16111.0,arrears,"ant is entitled to  - $0.00  Total the Tenant must pay to continue the tenancy  >>>$16,111.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-004383-26,L1,Order,2026-03-10,L9T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vGTJmIAO/LTB-L-004383-26-HR - March 10 2026 (1).doc.pdf,text,[],[],,,,no dollar amount found
LTB-L-103174-25,L1,Order,2026-02-25,M1W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ucoQAIAY/LTB-L-103174-25-SIGN.pdf,text,"[1560.9, 51.32, 1560.9, 1000.0, 5899.22, 186.0, 1450.19, 6876.32, 3279.41, 51.32, 7690.32, 186.0, 1000.0, 6876.32, 5543.6, 186.0, 1000.0, 1450.19, 3279.41, 50000.0, 51.32]","[7690.32, 186.0, 5543.6, 186.0]",1560.9,stated_total,"It is ordered on consent that: 1. The lawful rent is >>>$1,560.90<<<. It is due on the first day of each month.  2. Based on the Monthly rent, the d","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-001379-26,L1,Order,2026-03-20,N0H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w3i1VIAQ/LTB-L-001379-26-HR.pdf,text,"[363.88, 11.96, 363.88, 3972.2, 186.0, 4158.2, 3985.68, 11.96, 3972.2, 186.0, 4158.2, 3799.68, 186.0, 3985.68, 50000.0, 11.96]","[3972.2, 186.0, 4158.2, 3799.68]",3985.68,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$3,985.68<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008210-26,L1,Order,2026-03-13,K2P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vZzcTIAS/LTB-L-008210-26-HR -EN.pdf,text,"[1218.0, 40.04, 1218.0, 1218.0, 3654.0, 186.0, 121.0, 5058.0, 6276.0, 3582.96, 40.04, 6090.0, 186.0, 1218.0, 5058.0, 7308.0, 186.0, 1218.0, 6276.0, 4614.96, 186.0, 1218.0, 3582.96, 50000.0, 40.04]","[6090.0, 186.0, 7308.0, 186.0, 4614.96, 186.0]",6276.0,arrears,"rch 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$6,276.00<<< if the payment is made on or before April 10, 2026. See Schedule 1 for  the cal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-020943-26,L1,ExParte Order,2026-04-09,M2R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xKEUiIAO/LTB-L-020943-26-EX-signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-014324-26,L1,Order,2026-04-28,N9A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ydCwPIAU/LTB-L-014324-26 U-HR.pdf,text,"[1250.67, 41.12, 1250.67, 5504.02, 186.0, 1100.0, 146.79, 5690.02, 6940.69, 4097.2, 41.12, 5504.02, 186.0, 5690.02, 6754.69, 186.0, 6940.69, 5157.99, 186.0, 1100.0, 146.79, 4097.2, 50000.0, 41.12]","[5504.02, 186.0, 5690.02, 6754.69, 186.0, 6940.69, 5157.99, 186.0, 1100.0]",6940.69,arrears,"ril 30, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$6,940.69<<< if the payment is made on or before May 9, 2026. See Schedule 1 for the  calcul",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091991-25,L1,Order,2026-02-09,K2H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000thudaIAA/LTB-L-091991-25_PAYPLAN.pdf,text,"[1370.17, 800.0, 570.17]",[],1370.17,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$1,370.17<<< for arrears of rent up to January 31, 2026,   and costs.  2. The Tenant shall p",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-098740-25,L1,ExParte Order,2026-01-27,K1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000suvHXIAY/LTB-L-098740-25_EX-Signed.pdf,text,"[3859.8, 3673.8, 186.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 259.8]","[3673.8, 186.0]",3859.8,arrears,"it is ordered that:   1. The Tenants shall pay the Landlord >>>$3,859.80<<<, which includes:   o $3,673.80 for arrears owing up to January 31, 2026; and  o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-098302-25,L1,Order,2026-02-23,N2L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u7PPdIAM/L1 Payment Plan Consent (Order)_SD-1664808_LTBL09830225 - DRO CAMPBELL DHM STAMPED.pdf,text,"[4152.94, 700.0, 575.0, 575.0, 575.0, 575.0, 575.0, 577.94]",[],4152.94,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$4,152.94<<< for arrears of rent up to February 28, 2026  and costs.  2. The Tenant shall pa",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-018416-26,L1,ExParte Order,2026-04-28,M3N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yjc57IAA/LTB-L-018416-26 -EX signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-091476-25,L1,Order,2026-01-28,M4P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000szdF4IAI/LTB-L-091476-25 Consent Order January 28 2026 Certf..pdf,text,"[2767.5, 90.99, 2767.5, 1500.0, 9570.0, 186.0, 2767.3, 56.52, 9756.0, 12523.5, 6075.47, 90.99, 11070.0, 186.0, 1500.0, 9756.0, 13837.5, 186.0, 1500.0, 12523.5, 10213.29, 186.0, 1500.0, 2767.3, 56.52, 6075.47, 50000.0, 90.99]","[11070.0, 186.0, 13837.5, 186.0, 10213.29, 186.0]",12523.5,arrears,"ary 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$12,523.50<<< if the payment is made on or before February 28, 2026. See Schedule 1  for the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005115-26,L1,Order,2026-03-25,M2M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wJdKYIA0/LTB-L-005115-26-HR.pdf,text,"[4800.0, 157.81, 4800.0, 14400.0, 186.0, 4800.0, 29.0, 14586.0, 19386.0, 8586.63, 157.81, 14400.0, 186.0, 14586.0, 19200.0, 186.0, 19386.0, 13229.63, 186.0, 4800.0, 29.0, 8586.63, 50000.0, 157.81]","[14400.0, 186.0, 14586.0, 19200.0, 186.0, 19386.0, 13229.63, 186.0, 4800.0]",19386.0,arrears,"rch 31, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$19,386.00<<< if the payment is made on or before April 5, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-014129-26,L1,Order,2026-05-12,K1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zbR4qIAE/LTB-L-014129-26-ENG.pdf,text,"[115.0, 3.78, 115.0, 200.0, 184.0, 186.0, 485.0, 357.06, 3.78, 499.0, 186.0, 200.0, 485.0, 371.06, 186.0, 200.0, 357.06, 50000.0, 3.78]","[499.0, 186.0, 371.06, 186.0]",485.0,arrears,ation  was filed  - $200.00  Total the Tenant must pay to continue the tenancy  >>>$485.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-089285-25,L1,Order,2026-02-04,M9M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tNsJNIA0/LTB-L-089285-25-HR.pdf,text,"[4811.0, 1000.0, 762.2]",[],4811.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$4,811.00<<< for arrears of rent up to January 31, 2026  including costs.  2. The Tenant sha",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000257-26,L1,Order,2026-03-19,L6S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vofIUIAY/LTB-L-000257-26 U-HR.pdf,text,"[2350.0, 77.26, 2350.0, 3000.0, 10500.0, 186.0, 2350.0, 259.21, 10686.0, 6576.65, 77.26, 13500.0, 186.0, 3000.0, 10686.0, 11999.86, 186.0, 3000.0, 2350.0, 259.21, 6576.65, 50000.0, 77.26]","[13500.0, 186.0, 11999.86, 186.0]",10686.0,arrears,"tion was filed  - $3,000.00  Total the Tenant must pay to continue the tenancy  >>>$10,686.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-090496-25,L1,Order,2026-01-21,M4P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sZVZlIAO/LTB-L-090496-25 U-HR.pdf,text,"[2807.0, 92.28, 2807.0, 897.0, 12455.57, 186.0, 2807.0, 2.26, 12641.57, 15448.57, 8317.23, 92.28, 13352.57, 186.0, 897.0, 12641.57, 16159.57, 186.0, 897.0, 15448.57, 11837.49, 186.0, 897.0, 2807.0, 2.26, 8317.23, 50000.0, 92.28]","[13352.57, 186.0, 16159.57, 186.0, 11837.49, 186.0]",15448.57,arrears,"ary 31, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$15,448.57<<< if the payment is made on or before February 1, 2026. See Schedule 1  for the c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-031688-26,L1,ExParte Order,2026-05-06,L5R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zM4jNIAS/LTB-L-031688-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-095942-25,L1,Order,2026-03-09,M4C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uw5s0IAA/LTB-L-095942-25-HR.pdf,text,"[2325.0, 76.44, 2325.0, 12640.28, 186.0, 2325.0, 4.55, 10496.73, 76.44, 12640.28, 186.0, 2325.0, 4.55, 10496.73, 50000.0, 76.44]","[12640.28, 186.0, 2325.0]",10496.73,arrears,"r before February 28, 2026.  2. The Tenant shall pay the Landlord the amount of >>>$10,496.73<<<, representing arrears owing  to February 28, 2026, and costs. This amount inclu",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-069320-25,L1,Review Order,2026-05-01,M6S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ya5RlIAI/LTB-L-069320-25-RV - May 1 2026.pdf,text,"[1600.0, 1800.0, 1800.0, 200.0]",[],1600.0,stated_total,"23, 2025, hearing.  2. The Tenant also alleges that the lawful monthly rent is >>>$1,600.00<<< not $1,800.00 as outlined  in the order and that the Tenants do not have access","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-093543-25,L1,Order,2026-01-27,L4Z,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000soP4CIAU/LTB-L-093543-25-Consent Order.pdf,text,"[1103.0, 36.26, 1103.0, 186.0, 5177.0, 420.15, 5177.0, 4342.79, 36.26, 4991.0, 186.0, 5177.0, 4576.94, 186.0, 420.15, 4342.79, 50000.0, 36.26]","[186.0, 5177.0, 420.15, 4991.0, 186.0, 5177.0, 4576.94, 186.0]",4342.79,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$4,342.79<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-104385-25,L1,Amended Order,2026-04-07,K1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x16XfIAI/LTB-L-104385-25-HR-AM.pdf,text,"[1062.0, 34.92, 1062.0, 100.0, 7970.0, 186.0, 9218.0, 7967.0, 34.92, 9132.0, 186.0, 100.0, 9218.0, 7881.0, 186.0, 100.0, 7967.0, 50000.0, 34.92]","[9132.0, 186.0, 7881.0, 186.0]",9218.0,arrears,"cation was filed  - $100.00  Total the Tenant must pay to continue the tenancy  >>>$9,218.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-098835-25,L1,Order,2026-02-18,M6M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000twDRuIAM/LTB-L-098835-25-HR.pdf,text,"[663.0, 21.8, 663.0, 18083.0, 186.0, 18932.0, 17507.2, 21.8, 18746.0, 186.0, 18932.0, 17420.0, 186.0, 17507.2, 50000.0, 21.8]","[18746.0, 186.0, 18932.0, 17420.0]",17507.2,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$17,507.20<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013187-26,L1,Order,2026-04-30,L9S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yntIaIAI/Consent Order LTB-L-013187-26-L1-2026-04-30.pdf,text,"[2319.46, 480.0, 399.46, 3441.0, 3255.0, 186.0, 480.0, 81.0]",[],3441.0,arrears,"It is ordered on consent that:  1. The Tenants shall pay to the Landlord >>>$3,441.00<<< which represents $3,255.00 for arrears of  rent and costs of $186.00 for the pe",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-016469-26,L1,Order,2026-05-08,M1J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z9vk0IAA/LTB-L-016469-26-HR.pdf,text,"[1394.09, 45.83, 1394.09, 5554.24, 186.0, 1150.0, 198.03, 7134.33, 8528.42, 4392.21, 45.83, 6948.33, 186.0, 7134.33, 8342.42, 186.0, 8528.42, 5554.24, 186.0, 1150.0, 198.03, 4392.21, 50000.0, 45.83]","[6948.33, 186.0, 7134.33, 8342.42, 186.0, 8528.42, 5554.24, 186.0, 1150.0]",8528.42,arrears,"May 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$8,528.42<<< if the payment is made on or before June 1, 2026. See Schedule 1 for  the calcu",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-077181-25,L1,Review Order,2026-01-05,N6G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000r25I5IAI/LTB-L-077181-25-RV - January 5 2026.pdf,text,"[2799.0, 27988.0, 33954.08, 186.0, 2799.0, 123.65, 31217.43, 33954.08, 186.0, 2799.0, 123.65, 31217.43]","[33954.08, 186.0, 2799.0]",31217.43,arrears,"Tenants moved out of the rental unit.  3. The Tenants shall pay to the Landlord >>>$31,217.43<<<. This amount includes rent arrears  owing up to the date all the Tenants vacate",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-018899-26,L1,Order,2026-05-15,N1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zqg09IAA/LTB-L-018899-26-HR.pdf,text,"[1556.89, 51.19, 1556.89, 2413.78, 2575.65, 186.0, 1450.0, 144.75, 2761.65, 173.1, 51.19, 4989.43, 186.0, 2413.78, 2761.65, 3995.63, 186.0, 2413.78, 1450.0, 144.75, 173.1, 50000.0, 51.19]","[4989.43, 186.0, 3995.63, 186.0]",2761.65,arrears,"tion was filed  - $2,413.78  Total the Tenant must pay to continue the tenancy  >>>$2,761.65<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing to Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005107-26,L1,Review Order,2026-04-07,L6W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xKCw9IAG/LTB-L-005107-26-RV-cert.pdf,text,[],[],,,,no dollar amount found
LTB-L-106396-25,L1,Order,2026-03-11,N8X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vIJBRIA4/LTB-L-106396-25-HR - March 11 2026.pdf,text,"[1074.0, 888.0, 186.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 74.0]",[],1074.0,arrears,"it is ordered that:  1. The Tenant shall pay to the Landlord >>>$1,074.00<<<, which represents the arrears of rent  ($888.00) and costs ($186.00) outstandin",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103275-25,L1,Order,2026-02-25,M4G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uc0RlIAI/LTB-L-103275-25-HR.pdf,text,"[3335.0, 109.64, 3335.0, 1500.0, 1500.0, 1000.0, 30935.0, 186.0, 3335.0, 93.74, 30935.0, 31121.0, 34456.0, 26878.98, 109.64, 30935.0, 186.0, 31121.0, 34270.0, 186.0, 34456.0, 30121.72, 186.0, 3335.0, 93.74, 26878.98, 50000.0, 109.64]","[30935.0, 186.0, 31121.0, 34270.0, 186.0, 34456.0, 30121.72, 186.0, 3335.0]",26878.98,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$26,878.98<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005334-26,L1,Order,2026-03-31,M3M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wXc59IAC/LTB-L-0005334-26-HR - March 31 2026.pdf,text,"[1900.0, 8186.0, 8186.0]",[],8186.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$8,186.00<<< for arrears of rent up to March 31, 2026,  and costs.  2. The Tenant shall pay",found in operative 'It is ordered that' section; matched expected keyword for category
